Airline,Origin,Destination,Day,Month,Year,Weekday,Departure_Hour,Arrival_Hour,Duration_Minutes,Stops,Class,WiFi,Meals,Baggage_kg,Price_VND
Vietravel Airlines,ĐÀ NẴNG,TP HCM,12.0,4.0,2021.0,0.0,10.0,12.0,90.0,0,BREGOW (B) - VÉ KHÔNG HOÀN,No,No,7,906000.0
Vietjet,ĐÀ NẴNG,HÀ NỘI,14.0,4.0,2021.0,2.0,7.0,8.0,75.0,0,ECO,No,No,7,683900.0
Vietjet,HÀ NỘI,TP HCM,25.0,4.0,2021.0,6.0,11.0,13.0,130.0,0,ECO,No,No,7,849900.0
Vietnam Airlines,HAN,SGN,6.0,4.0,2021.0,1.0,6.0,8.0,146.0,0,ECONOMY,No,No,7,926993.0
Pacific Airlines,SGN,HAN,7.0,4.0,2021.0,2.0,21.0,23.0,103.0,0,ECONOMY,No,No,7,832055.0
Vietjet,SGN,VCL,6.0,4.0,2021.0,1.0,18.0,19.0,80.0,0,ECONOMY,No,No,7,749900.0
Vietjet,PHÚ QUỐC,TP HCM,17.0,4.0,2021.0,5.0,15.0,16.0,59.0,0,ECO,No,No,7,663817.0
Vietravel Airlines,SGN,DAD,3.0,5.0,2021.0,0.0,19.0,20.0,80.0,0,BUSINESS,Yes,Yes,30,2608505.0
Vietnam Airlines,HÀ NỘI,CẦN THƠ,11.0,4.0,2021.0,6.0,7.0,9.0,140.0,0,ECONOMY (EL)-A,No,No,7,970000.0
Vietnam Airlines,VINH,TP HCM,2.0,5.0,2021.0,6.0,8.0,10.0,120.0,0,ECONOMY (EC)-R,Limited,Snack,20,1620000.0
Vietjet,SGN,DAD,1.0,5.0,2021.0,5.0,15.0,16.0,80.0,0,BUSINESS,Yes,Yes,30,4920004.0
Vietjet,ĐÀ NẴNG,TP HCM,12.0,4.0,2021.0,0.0,17.0,18.0,85.0,0,ECO,No,No,7,694900.0
Vietjet,THANH HÓA,TP HCM,9.0,4.0,2021.0,4.0,21.0,23.0,115.0,0,ECO,No,No,7,749900.0
Vietnam Airlines,DAD,SGN,11.0,4.0,2021.0,6.0,6.0,8.0,90.0,0,ECONOMY,No,No,7,970000.0
Vietjet,TP HCM,THANH HÓA,30.0,4.0,2021.0,4.0,19.0,21.0,125.0,0,ECO,No,Snack,20,1390900.0
Vietjet,HÀ NỘI,ĐÀ NẴNG,2.0,5.0,2021.0,6.0,7.0,9.0,80.0,0,ECO,No,No,7,749900.0
Vietnam Airlines,DAD,SGN,10.0,4.0,2021.0,5.0,16.0,17.0,90.0,0,ECONOMY,No,No,7,859000.0
Vietnam Airlines,ĐÀ NẴNG,TP HCM,2.0,5.0,2021.0,6.0,15.0,17.0,90.0,0,ECONOMY (EG)-M,Limited,Yes,23,2632000.0
Pacific Airlines,SGN,VII,11.0,4.0,2021.0,6.0,7.0,9.0,110.0,0,ECONOMY,No,No,7,726000.0
Vietnam Airlines,TP HCM,ĐÀ NẴNG,13.0,4.0,2021.0,1.0,13.0,14.0,96.0,0,ECONOMY (EL)-A,No,No,7,773597.0
Vietnam Airlines,DAD,HAN,4.0,5.0,2021.0,1.0,9.0,10.0,80.0,0,BUSINESS,Yes,Yes,30,3436000.0
Vietjet,SGN,DAD,8.0,4.0,2021.0,3.0,19.0,20.0,80.0,0,ECONOMY,No,No,7,694900.0
Vietjet,HÀ NỘI,PHÚ QUỐC,29.0,4.0,2021.0,3.0,17.0,19.0,125.0,0,ECO,Limited,Snack,20,1929900.0
Vietjet,PHÚ QUỐC,TP HCM,23.0,4.0,2021.0,4.0,11.0,13.0,70.0,0,ECO,No,No,7,694900.0
Vietnam Airlines,HÀ NỘI,NHA TRANG,25.0,4.0,2021.0,6.0,9.0,11.0,120.0,0,ECONOMY (EC)-E,No,No,20,1180000.0
Vietjet,HAN,SGN,2.0,5.0,2021.0,6.0,21.0,0.0,130.0,0,ECONOMY,Limited,Snack,20,1500900.0
Vietnam Airlines,ĐÀ NẴNG,HÀ NỘI,29.0,4.0,2021.0,3.0,8.0,9.0,77.0,0,ECONOMY (EL)-A,No,No,7,731208.0
Pacific Airlines,NHA TRANG,TP HCM,8.0,4.0,2021.0,3.0,21.0,22.0,70.0,0,ECONOMY (EL)-A,No,No,7,704000.0
Vietnam Airlines,PQC,SGN,6.0,4.0,2021.0,1.0,20.0,21.0,55.0,0,ECONOMY,No,No,7,749364.0
Vietnam Airlines,TP HCM,PHÚ QUỐC,26.0,4.0,2021.0,0.0,13.0,14.0,65.0,0,ECONOMY (EL)-A,No,No,7,726000.0
Vietnam Airlines,THANH HÓA,TP HCM,29.0,4.0,2021.0,3.0,19.0,21.0,130.0,0,ECONOMY (EC)-R,Limited,Snack,20,1620000.0
Bamboo Airways,DAD,SGN,11.0,4.0,2021.0,6.0,8.0,10.0,95.0,0,ECONOMY,No,No,7,861000.0
Vietnam Airlines,ĐÀ NẴNG,TP HCM,9.0,4.0,2021.0,4.0,22.0,0.0,90.0,0,ECONOMY (EL)-A,No,No,7,759000.0
Vietravel Airlines,TP HCM,ĐÀ NẴNG,27.0,4.0,2021.0,1.0,7.0,8.0,80.0,0,AREGOW (A) - VÉ KHÔNG HOÀN,No,No,7,740000.0
Bamboo Airways,HAN,UIH,5.0,4.0,2021.0,0.0,7.0,9.0,100.0,0,ECONOMY,Yes,Yes,23,3592000.0
Vietnam Airlines,VINH,TP HCM,3.0,4.0,2021.0,5.0,21.0,23.0,115.0,0,ECONOMY (EL)-P,No,No,7,970000.0
Vietnam Airlines,HÀ NỘI,TP HCM,4.0,5.0,2021.0,1.0,17.0,19.0,135.0,0,ECONOMY (EL)-P,No,No,7,967535.0
Pacific Airlines,SGN,VII,9.0,4.0,2021.0,4.0,7.0,9.0,110.0,0,ECONOMY,No,No,7,870000.0
Vietnam Airlines,SGN,HAN,11.0,4.0,2021.0,6.0,21.0,23.0,130.0,0,ECONOMY,No,Snack,20,1400000.0
Vietjet,SGN,DAD,5.0,4.0,2021.0,0.0,8.0,9.0,80.0,0,BUSINESS,Yes,Yes,30,2461131.0
Vietnam Airlines,SGN,DAD,8.0,4.0,2021.0,3.0,12.0,13.0,65.0,0,ECONOMY,No,No,7,859000.0
Vietjet,SGN,HPH,4.0,5.0,2021.0,1.0,15.0,17.0,115.0,0,ECONOMY,No,No,7,694900.0
Vietnam Airlines,DAD,HAN,5.0,4.0,2021.0,0.0,15.0,16.0,80.0,0,ECONOMY,Limited,Snack,23,2060000.0
Vietnam Airlines,TP HCM,ĐÀ NẴNG,2.0,5.0,2021.0,6.0,12.0,14.0,85.0,0,ECONOMY (EL)-A,No,No,7,759000.0
Vietjet,ĐÀ NẴNG,TP HCM,17.0,4.0,2021.0,5.0,22.0,0.0,90.0,0,ECO,No,No,7,694900.0
Vietnam Airlines,TP HCM,NHA TRANG,17.0,4.0,2021.0,5.0,16.0,18.0,81.0,0,ECONOMY (EL)-A,No,No,7,728183.0
Bamboo Airways,TP HCM,HÀ NỘI,4.0,5.0,2021.0,1.0,13.0,15.0,120.0,0,ECO SAVER,No,No,7,861000.0
Bamboo Airways,TP HCM,HÀ NỘI,3.0,4.0,2021.0,5.0,5.0,7.0,136.0,0,ECO SAVER,No,No,20,1026269.0
Bamboo Airways,PHÚ QUỐC,HÀ NỘI,30.0,4.0,2021.0,4.0,9.0,11.0,125.0,0,ECO SAVER,No,No,7,971000.0
Vietnam Airlines,TP HCM,CHU LAI,19.0,4.0,2021.0,0.0,11.0,13.0,85.0,0,ECONOMY (EL)-A,No,No,7,760000.0
Vietjet,TP HCM,HÀ NỘI,13.0,4.0,2021.0,1.0,4.0,7.0,140.0,0,ECO,No,No,7,849900.0
Vietjet,HÀ NỘI,PHÚ QUỐC,18.0,4.0,2021.0,6.0,9.0,11.0,125.0,0,ECO,No,No,7,960900.0
Vietnam Airlines,CHU LAI,TP HCM,27.0,4.0,2021.0,1.0,13.0,15.0,82.0,0,ECONOMY (EL)-A,No,No,7,774410.0
Bamboo Airways,SGN,DAD,1.0,5.0,2021.0,5.0,11.0,12.0,90.0,0,BUSINESS,Yes,Yes,30,5564000.0
Vietjet,SGN,HPH,6.0,4.0,2021.0,1.0,22.0,0.0,120.0,0,ECONOMY,No,No,7,694900.0
Vietnam Airlines,TP HCM,THANH HÓA,20.0,4.0,2021.0,1.0,10.0,12.0,120.0,0,ECONOMY (EL)-A,No,No,7,760000.0
Vietjet,CẦN THƠ,HÀ NỘI,23.0,4.0,2021.0,4.0,11.0,13.0,125.0,0,ECO,No,No,7,719562.0
Vietnam Airlines,ĐÀ NẴNG,HÀ NỘI,3.0,5.0,2021.0,0.0,10.0,11.0,80.0,0,ECONOMY (EG)-M,Limited,Yes,23,2632000.0
Bamboo Airways,VINH,TP HCM,24.0,4.0,2021.0,5.0,14.0,16.0,110.0,0,ECO SAVER,No,No,7,861000.0
Vietjet,HÀ NỘI,TP HCM,27.0,4.0,2021.0,1.0,7.0,9.0,125.0,0,ECO,No,No,20,1170900.0
Vietjet,TP HCM,VINH,20.0,4.0,2021.0,1.0,10.0,12.0,110.0,0,ECO,No,No,7,749900.0
Vietnam Airlines,HAN,SGN,3.0,5.0,2021.0,0.0,20.0,22.0,135.0,0,ECONOMY,Yes,Yes,23,3160000.0
Vietnam Airlines,HÀ NỘI,TP HCM,15.0,4.0,2021.0,3.0,10.0,12.0,135.0,0,ECONOMY (EL)-P,No,No,7,969000.0
Vietnam Airlines,HPH,SGN,11.0,4.0,2021.0,6.0,19.0,21.0,135.0,0,ECONOMY,No,No,7,760000.0
Vietjet,UIH,HAN,4.0,5.0,2021.0,1.0,8.0,9.0,95.0,0,ECONOMY,No,Snack,20,1283295.0
Vietjet,NHA TRANG,TP HCM,6.0,4.0,2021.0,1.0,10.0,11.0,46.0,0,ECO,No,No,7,703459.0
Vietnam Airlines,HUI,SGN,6.0,4.0,2021.0,1.0,9.0,10.0,87.0,0,ECONOMY,No,No,7,847771.0
Vietnam Airlines,HÀ NỘI,CẦN THƠ,1.0,4.0,2021.0,3.0,11.0,13.0,140.0,0,ECONOMY (EL)-P,No,No,20,1080000.0
Pacific Airlines,TP HCM,PHÚ QUỐC,27.0,4.0,2021.0,1.0,14.0,15.0,65.0,0,ECONOMY (EL)-A,No,No,7,704000.0
Vietjet,VINH,TP HCM,13.0,4.0,2021.0,1.0,23.0,1.0,115.0,0,ECO,No,No,7,694900.0
Vietjet,UIH,HAN,5.0,4.0,2021.0,0.0,18.0,20.0,100.0,0,ECONOMY,No,No,20,1158900.0
Vietjet,SGN,VII,3.0,5.0,2021.0,0.0,10.0,12.0,110.0,0,ECONOMY,No,No,7,749900.0
Bamboo Airways,VINH,TP HCM,3.0,4.0,2021.0,5.0,21.0,23.0,115.0,0,ECO SAVER,No,No,7,861000.0
Bamboo Airways,HÀ NỘI,ĐÀ NẴNG,20.0,4.0,2021.0,1.0,8.0,9.0,80.0,0,ECO SAVER,No,No,7,861000.0
Vietnam Airlines,CHU LAI,TP HCM,16.0,4.0,2021.0,4.0,20.0,21.0,85.0,0,ECONOMY (EL)-A,No,No,7,760000.0
Bamboo Airways,ĐÀ NẴNG,HÀ NỘI,4.0,5.0,2021.0,1.0,10.0,11.0,80.0,0,ECO SAVER,No,No,7,761000.0
Vietjet,CẦN THƠ,HÀ NỘI,2.0,4.0,2021.0,4.0,6.0,8.0,138.0,0,ECO,No,No,7,935171.0
Vietjet,HÀ NỘI,PHÚ QUỐC,5.0,4.0,2021.0,0.0,6.0,8.0,125.0,0,ECO,Yes,Yes,23,4285000.0
Vietjet,TP HCM,VINH,24.0,4.0,2021.0,5.0,6.0,8.0,100.0,0,ECO,No,No,7,776116.0
Vietjet,ĐÀ NẴNG,TP HCM,13.0,4.0,2021.0,1.0,12.0,13.0,85.0,0,ECO,No,No,7,694900.0
Vietjet,SGN,DAD,4.0,5.0,2021.0,1.0,15.0,16.0,74.0,0,ECONOMY,No,No,7,700504.0
Bamboo Airways,ĐÀ NẴNG,HÀ NỘI,11.0,4.0,2021.0,6.0,10.0,11.0,80.0,0,ECO SAVER,No,Snack,20,1391000.0
Vietjet,SGN,PQC,3.0,5.0,2021.0,0.0,9.0,10.0,60.0,0,ECONOMY,No,No,7,904900.0
Vietjet,HPH,SGN,1.0,4.0,2021.0,3.0,20.0,22.0,120.0,0,ECONOMY,No,No,7,694900.0
Bamboo Airways,HAN,VCA,5.0,4.0,2021.0,0.0,17.0,19.0,130.0,0,ECONOMY,No,No,7,728000.0
Vietnam Airlines,HÀ NỘI,ĐÀ LẠT,17.0,4.0,2021.0,5.0,7.0,9.0,115.0,0,ECONOMY (EC)-Q,Limited,Snack,23,2390000.0
Bamboo Airways,PHÚ QUỐC,HÀ NỘI,24.0,4.0,2021.0,5.0,12.0,14.0,125.0,0,ECO FLEX,Yes,Yes,23,3702000.0
Vietjet,HÀ NỘI,ĐÀ NẴNG,22.0,4.0,2021.0,3.0,5.0,6.0,78.0,0,ECO,No,No,7,707556.0
Bamboo Airways,HÀ NỘI,QUY NHƠN,10.0,4.0,2021.0,5.0,12.0,14.0,100.0,0,ECO SAVER,No,Snack,20,1391000.0
Vietnam Airlines,TP HCM,ĐÀ NẴNG,21.0,4.0,2021.0,2.0,19.0,20.0,85.0,0,ECONOMY (EL)-A,No,No,7,759000.0
Bamboo Airways,VINH,TP HCM,29.0,4.0,2021.0,3.0,21.0,23.0,115.0,0,ECO SAVER,No,No,7,861000.0
Vietnam Airlines,PQC,SGN,2.0,5.0,2021.0,6.0,17.0,18.0,70.0,0,ECONOMY,Limited,Snack,23,2082000.0
Bamboo Airways,VINH,TP HCM,9.0,4.0,2021.0,4.0,21.0,23.0,126.0,0,ECO SAVER,No,No,7,788632.0
Vietnam Airlines,SGN,HAN,3.0,4.0,2021.0,5.0,9.0,11.0,145.0,0,BUSINESS,Yes,Yes,30,3876000.0
Pacific Airlines,HAN,SGN,6.0,4.0,2021.0,1.0,21.0,23.0,116.0,0,BUSINESS,Yes,Yes,30,3294059.0
Bamboo Airways,PQC,HAN,1.0,5.0,2021.0,5.0,12.0,14.0,125.0,0,ECONOMY,Limited,Snack,23,2382000.0
Vietjet,PHÚ QUỐC,HÀ NỘI,17.0,4.0,2021.0,5.0,8.0,10.0,125.0,0,ECO,No,No,7,960900.0
Bamboo Airways,QUY NHƠN,HÀ NỘI,2.0,5.0,2021.0,6.0,17.0,19.0,100.0,0,ECO SMART,Limited,Snack,23,2272000.0
Vietjet,HUẾ,TP HCM,8.0,4.0,2021.0,3.0,20.0,21.0,85.0,0,ECO,No,No,7,694900.0
Vietjet,ĐÀ NẴNG,HÀ NỘI,9.0,4.0,2021.0,4.0,7.0,9.0,80.0,0,ECO,No,No,7,683900.0
Bamboo Airways,HÀ NỘI,QUY NHƠN,23.0,4.0,2021.0,4.0,7.0,9.0,108.0,0,ECO SMART,Limited,Snack,20,1887603.0
Bamboo Airways,ĐÀ LẠT,HÀ NỘI,4.0,5.0,2021.0,1.0,9.0,11.0,110.0,0,ECO SAVER,Limited,Snack,20,1721000.0
Vietjet,SGN,HAN,7.0,4.0,2021.0,2.0,14.0,16.0,125.0,0,ECONOMY,No,No,7,849900.0
Vietjet,SGN,HPH,4.0,5.0,2021.0,1.0,19.0,21.0,114.0,0,ECONOMY,No,No,7,675755.0
Vietjet,TP HCM,HẢI PHÒNG,2.0,5.0,2021.0,6.0,11.0,13.0,110.0,0,ECO,No,No,20,1070900.0
Vietjet,VII,SGN,4.0,4.0,2021.0,6.0,17.0,19.0,115.0,0,ECONOMY,No,No,20,1155109.0
Vietjet,HÀ NỘI,QUY NHƠN,11.0,4.0,2021.0,6.0,6.0,7.0,99.0,0,ECO,No,No,7,936867.0
Bamboo Airways,TP HCM,THANH HÓA,4.0,4.0,2021.0,6.0,12.0,14.0,120.0,0,ECO SAVER,No,No,7,861000.0
Pacific Airlines,TP HCM,VINH,14.0,4.0,2021.0,2.0,7.0,9.0,110.0,0,ECONOMY (EL)-A,No,No,7,726000.0
Vietnam Airlines,HAN,UIH,12.0,4.0,2021.0,0.0,10.0,12.0,110.0,0,ECONOMY,No,No,20,1180000.0
Pacific Airlines,NHA TRANG,TP HCM,6.0,4.0,2021.0,1.0,21.0,22.0,70.0,0,ECONOMY (EL)-A,No,No,7,704000.0
Vietjet,HÀ NỘI,PHÚ QUỐC,3.0,4.0,2021.0,5.0,15.0,17.0,125.0,0,ECO,Limited,Snack,20,1764900.0
Vietnam Airlines,ĐÀ NẴNG,TP HCM,13.0,4.0,2021.0,1.0,15.0,17.0,90.0,0,ECONOMY (EL)-P,No,No,7,859000.0
Bamboo Airways,HÀ NỘI,ĐÀ LẠT,9.0,4.0,2021.0,4.0,5.0,7.0,110.0,0,ECO FLEX,Yes,Yes,23,3482000.0
Bamboo Airways,HÀ NỘI,TP HCM,20.0,4.0,2021.0,1.0,7.0,10.0,130.0,0,ECO SAVER,No,No,7,861000.0
Pacific Airlines,TP HCM,HÀ NỘI,7.0,4.0,2021.0,2.0,12.0,15.0,155.0,0,ECONOMY (EC)-T,No,Snack,20,1290000.0
Bamboo Airways,NHA TRANG,HÀ NỘI,28.0,4.0,2021.0,2.0,10.0,12.0,110.0,0,ECO SAVER,No,No,7,761000.0
Vietnam Airlines,NHA TRANG,TP HCM,23.0,4.0,2021.0,4.0,9.0,10.0,70.0,0,ECONOMY (EL)-A,No,No,7,726000.0
Vietnam Airlines,VINH,TP HCM,15.0,4.0,2021.0,3.0,18.0,20.0,115.0,0,ECONOMY (EL)-A,No,No,7,760000.0
Bamboo Airways,HÀ NỘI,TP HCM,16.0,4.0,2021.0,4.0,14.0,16.0,125.0,0,ECO SAVER,No,No,7,971000.0
Vietnam Airlines,VINH,TP HCM,8.0,4.0,2021.0,3.0,11.0,13.0,130.0,0,ECONOMY (EL)-P,No,No,7,965957.0
Vietnam Airlines,ĐÀ LẠT,HÀ NỘI,10.0,4.0,2021.0,5.0,15.0,17.0,120.0,0,ECONOMY (EF)-K,Limited,Yes,23,2940000.0
Vietjet,HÀ NỘI,ĐÀ NẴNG,23.0,4.0,2021.0,4.0,5.0,6.0,80.0,0,ECO,No,No,7,860900.0
Vietjet,HAN,CXR,6.0,4.0,2021.0,1.0,15.0,17.0,110.0,0,ECONOMY,No,No,20,1070900.0
Vietnam Airlines,SGN,HAN,2.0,4.0,2021.0,4.0,20.0,22.0,130.0,0,ECONOMY,No,No,7,969000.0
Vietjet,HAN,VCA,2.0,4.0,2021.0,4.0,14.0,16.0,130.0,0,ECONOMY,No,No,20,1070900.0
Pacific Airlines,TP HCM,CHU LAI,1.0,4.0,2021.0,3.0,7.0,9.0,80.0,0,ECONOMY (EC)-E,No,No,7,925000.0
Vietnam Airlines,VCL,SGN,6.0,4.0,2021.0,1.0,19.0,20.0,92.0,0,ECONOMY,No,No,7,838184.0
Vietjet,HPH,SGN,1.0,4.0,2021.0,3.0,8.0,10.0,120.0,0,ECONOMY,No,No,7,959900.0
Bamboo Airways,QUY NHƠN,HÀ NỘI,19.0,4.0,2021.0,0.0,17.0,19.0,91.0,0,ECO FLEX,Limited,Yes,23,2921015.0
Vietnam Airlines,SGN,HAN,16.0,1.0,2026.0,4.0,21.0,23.0,130.0,0,BUSINESS,Yes,Yes,23,5813826.0
Vietnam Airlines,TP HCM,HÀ NỘI,2.0,4.0,2021.0,4.0,8.0,10.0,130.0,0,ECONOMY (EL)-P,No,No,7,969000.0
Vietjet,TP HCM,PHÚ QUỐC,1.0,5.0,2021.0,5.0,17.0,18.0,65.0,0,ECO,No,Snack,20,1236900.0
Vietnam Airlines,HUẾ,TP HCM,21.0,4.0,2021.0,2.0,9.0,10.0,100.0,0,ECONOMY (EL)-A,No,No,7,759000.0
Vietnam Airlines,THD,SGN,8.0,4.0,2021.0,3.0,19.0,21.0,130.0,0,ECONOMY,No,No,7,970000.0
Vietnam Airlines,SGN,HAN,12.0,1.0,2026.0,0.0,17.0,18.0,121.0,0,BUSINESS,Yes,Yes,30,5641825.0
Vietnam Airlines,HÀ NỘI,ĐÀ NẴNG,7.0,4.0,2021.0,2.0,8.0,9.0,85.0,0,ECONOMY (EL)-P,No,No,7,859000.0
Bamboo Airways,NHA TRANG,HÀ NỘI,22.0,4.0,2021.0,3.0,10.0,12.0,108.0,0,ECO SAVER,No,No,7,1010573.0
Vietnam Airlines,ĐÀ LẠT,TP HCM,2.0,5.0,2021.0,6.0,19.0,20.0,71.0,0,ECONOMY (EC)-L,Limited,Snack,20,1569071.0
Vietnam Airlines,SGN,HAN,4.0,5.0,2021.0,1.0,19.0,21.0,130.0,0,ECONOMY,No,No,7,859000.0
Pacific Airlines,HAN,SGN,10.0,4.0,2021.0,5.0,21.0,23.0,125.0,0,ECONOMY,No,No,7,859000.0
Pacific Airlines,PHÚ QUỐC,TP HCM,9.0,4.0,2021.0,4.0,19.0,20.0,60.0,0,ECONOMY (EL)-A,No,No,7,704000.0
Vietjet,DAD,SGN,2.0,4.0,2021.0,4.0,7.0,8.0,86.0,0,BUSINESS,Yes,Yes,30,2553489.0
Vietnam Airlines,DAD,HAN,7.0,4.0,2021.0,2.0,9.0,10.0,80.0,0,ECONOMY,No,No,7,759000.0
Vietnam Airlines,HÀ NỘI,ĐÀ LẠT,16.0,4.0,2021.0,4.0,7.0,9.0,107.0,0,ECONOMY (EC)-T,No,Snack,20,1401779.0
Vietjet,ĐÀ NẴNG,TP HCM,20.0,4.0,2021.0,1.0,12.0,13.0,85.0,0,ECO,No,No,7,694900.0
Vietnam Airlines,SGN,HUI,6.0,4.0,2021.0,1.0,19.0,21.0,90.0,0,ECONOMY,No,No,7,759000.0
Vietnam Airlines,PHÚ QUỐC,HÀ NỘI,7.0,4.0,2021.0,2.0,13.0,15.0,135.0,0,ECONOMY (EC)-Q,Limited,Yes,23,2610000.0
Vietnam Airlines,NHA TRANG,HÀ NỘI,21.0,4.0,2021.0,2.0,21.0,22.0,115.0,0,ECONOMY (EL)-P,No,No,7,969000.0
Pacific Airlines,TP HCM,PHÚ QUỐC,25.0,4.0,2021.0,6.0,9.0,10.0,65.0,0,ECONOMY (EL)-A,No,No,7,704000.0
Bamboo Airways,CẦN THƠ,HÀ NỘI,10.0,4.0,2021.0,5.0,12.0,14.0,135.0,0,ECO SAVER MAX,No,No,7,750000.0
Vietnam Airlines,HÀ NỘI,ĐÀ NẴNG,23.0,4.0,2021.0,4.0,18.0,19.0,85.0,0,ECONOMY (EC)-T,No,No,20,1080000.0
Vietjet,HÀ NỘI,CẦN THƠ,19.0,4.0,2021.0,0.0,14.0,16.0,130.0,0,ECO,No,No,7,694900.0
Pacific Airlines,SGN,PQC,1.0,5.0,2021.0,5.0,14.0,15.0,65.0,0,ECONOMY,No,Snack,20,1345000.0
Vietjet,HÀ NỘI,TP HCM,13.0,4.0,2021.0,1.0,7.0,9.0,125.0,0,ECO,No,No,7,849900.0
Bamboo Airways,TP HCM,HẢI PHÒNG,20.0,4.0,2021.0,1.0,8.0,10.0,120.0,0,ECO SAVER MAX,No,No,7,750000.0
Pacific Airlines,NHA TRANG,TP HCM,9.0,4.0,2021.0,4.0,10.0,11.0,70.0,0,ECONOMY (EL)-A,No,No,7,704000.0
Pacific Airlines,TP HCM,HÀ NỘI,18.0,4.0,2021.0,6.0,8.0,10.0,126.0,0,ECONOMY (EC)-E,No,No,20,1094032.0
Vietnam Airlines,HÀ NỘI,TP HCM,13.0,4.0,2021.0,1.0,21.0,23.0,135.0,0,ECONOMY (EL)-P,No,No,7,969000.0
Vietnam Airlines,HPH,SGN,3.0,4.0,2021.0,5.0,10.0,12.0,135.0,0,ECONOMY,No,No,7,970000.0
Pacific Airlines,TP HCM,CHU LAI,14.0,4.0,2021.0,2.0,7.0,9.0,73.0,0,ECONOMY (EL)-A,No,No,7,680032.0
Vietnam Airlines,SGN,CXR,5.0,1.0,2026.0,0.0,12.0,14.0,110.0,0,ECONOMY,No,No,7,963768.0
Vietjet,TP HCM,HUẾ,4.0,5.0,2021.0,1.0,13.0,15.0,85.0,0,ECO,No,No,20,1136900.0
Bamboo Airways,HÀ NỘI,TP HCM,7.0,4.0,2021.0,2.0,19.0,21.0,144.0,0,ECO SAVER,No,No,7,897833.0
Bamboo Airways,HAN,SGN,10.0,4.0,2021.0,5.0,10.0,12.0,127.0,0,ECONOMY,No,No,7,962946.0
Vietnam Airlines,DAD,HAN,10.0,4.0,2021.0,5.0,17.0,18.0,80.0,0,ECONOMY,No,No,7,859000.0
Pacific Airlines,PQC,SGN,3.0,5.0,2021.0,0.0,11.0,12.0,59.0,0,ECONOMY,Limited,Snack,23,2037415.0
Vietjet,TP HCM,ĐÀ LẠT,21.0,4.0,2021.0,2.0,5.0,6.0,55.0,0,ECO,No,No,7,694900.0
Bamboo Airways,DAD,SGN,15.0,1.0,2026.0,3.0,12.0,14.0,111.0,0,BUSINESS,Yes,Yes,30,3527333.0
Vietjet,HAN,SGN,7.0,4.0,2021.0,2.0,5.0,7.0,130.0,0,ECONOMY,No,No,7,849900.0
Vietnam Airlines,HẢI PHÒNG,TP HCM,6.0,4.0,2021.0,1.0,17.0,19.0,135.0,0,ECONOMY (EL)-A,No,No,7,760000.0
Pacific Airlines,DAD,HAN,1.0,5.0,2021.0,5.0,12.0,14.0,80.0,0,ECONOMY,No,No,7,925000.0
Vietnam Airlines,SGN,ICN,13.0,1.0,2026.0,1.0,12.0,14.0,110.0,0,ECONOMY,Yes,Yes,23,5156893.0
Vietnam Airlines,HÀ NỘI,TP HCM,29.0,4.0,2021.0,3.0,11.0,13.0,135.0,0,ECONOMY (EC)-R,Limited,Snack,20,1730000.0
Bamboo Airways,HAN,CXR,7.0,4.0,2021.0,2.0,12.0,14.0,110.0,0,ECONOMY,No,No,20,1181000.0
Vietnam Airlines,TP HCM,HÀ NỘI,8.0,4.0,2021.0,3.0,7.0,9.0,130.0,0,ECONOMY (EL)-P,No,No,7,969000.0
Vietjet,HAN,SGN,6.0,1.0,2026.0,1.0,12.0,14.0,110.0,0,ECONOMY,No,No,20,1132224.0
Vietjet,ĐÀ LẠT,TP HCM,4.0,5.0,2021.0,1.0,21.0,22.0,55.0,0,ECO,No,No,7,694900.0
Vietjet,HUẾ,TP HCM,16.0,4.0,2021.0,4.0,11.0,12.0,80.0,0,ECO,No,No,7,694900.0
Vietnam Airlines,TP HCM,ĐÀ NẴNG,2.0,5.0,2021.0,6.0,12.0,14.0,92.0,0,ECONOMY (EL)-A,No,No,7,769627.0
Vietnam Airlines,DLI,SGN,12.0,4.0,2021.0,0.0,17.0,18.0,63.0,0,BUSINESS,Yes,Yes,30,3131289.0
Vietjet,TP HCM,THANH HÓA,22.0,4.0,2021.0,3.0,19.0,21.0,125.0,0,ECO,No,No,7,749900.0
Vietnam Airlines,SGN,CXR,2.0,4.0,2021.0,4.0,7.0,8.0,86.0,0,ECONOMY,No,No,20,1161374.0
Vietnam Airlines,PHÚ QUỐC,TP HCM,8.0,4.0,2021.0,3.0,8.0,9.0,60.0,0,ECONOMY (EL)-A,No,No,7,726000.0
Vietnam Airlines,HÀ NỘI,ĐÀ LẠT,8.0,4.0,2021.0,3.0,7.0,9.0,115.0,0,ECONOMY (EC)-N,Limited,Snack,23,2060000.0
Vietnam Airlines,HAN,SGN,8.0,4.0,2021.0,3.0,9.0,11.0,135.0,0,ECONOMY,No,No,7,969000.0
Vietnam Airlines,HAN,SGN,11.0,4.0,2021.0,6.0,7.0,9.0,135.0,0,ECONOMY,No,No,7,969000.0
Vietnam Airlines,SGN,PQC,6.0,4.0,2021.0,1.0,17.0,18.0,65.0,0,BUSINESS,Yes,Yes,30,2801234.0
Vietjet,VCL,SGN,3.0,5.0,2021.0,0.0,7.0,9.0,80.0,0,ECONOMY,No,Snack,20,1225900.0
